Feeling Lonely,3:18,Boy Pablo,,55,"11/18/21, 4:59 PM","11/30/21, 5:51 AM",Alternative
Anything You Want,2:03,Jawny,,86,"11/17/21, 2:56 PM","12/5/21, 9:05 PM",Alternative
Losing You,3:07,Boy Pablo,,77,"11/17/21, 2:54 PM","11/28/21, 2:05 PM",Alternative
Moon,6:33,Kid Francescoli,,93,"11/15/21, 4:30 PM","11/17/21, 8:23 PM",Electronic
Les vitrines,3:17,Kid Francescoli,,98,"11/15/21, 4:30 PM","11/17/21, 8:28 PM",Electronic
Cough Syrup,4:10,Young the Giant,,82,"11/13/21, 8:51 AM","11/26/21, 9:49 AM",Alternative
The NeverEnding Story,3:26,Limahl,,108,"11/12/21, 8:17 AM","12/3/21, 5:28 AM",Pop
Don Diablo,3:48,Miguel Bose,,73,"11/9/21, 6:51 AM","11/13/21, 8:17 PM",Latin
Smooth Operator,4:18,Sade,,72,"11/9/21, 6:49 AM","11/11/21, 6:42 PM",Pop
Doin' it Right (If it was 80s synthwave),2:55,Daft Punk,,82,"11/9/21, 6:47 AM","11/15/21, 1:35 PM",Electronic
Veteran of the Psychic Wars,4:49,Blue Oyster Cult,,90,"11/9/21, 6:42 AM","12/3/21, 6:10 AM",Rock
Don't Oho,6:12,COEO,,91,"11/3/21, 6:24 AM","12/3/21, 6:05 AM",Disco
Make You Mine,3:53,Public(Band),,65,"11/3/21, 6:23 AM","11/24/21, 7:02 PM",Pop
You Must Be out of Your Mind,3:12,The Magnetic Fields,,81,"11/3/21, 6:22 AM","11/30/21, 5:12 AM",Soft Rock
Night Sports,3:16,Rebounder,,30,"10/28/21, 10:08 AM","11/2/21, 2:25 PM",Alternative
Tell me,3:20,The Drives,,50,"10/28/21, 10:04 AM","11/17/21, 7:22 AM",Rock
Mario,3:10,The King's Parade,,111,"10/28/21, 9:59 AM","11/21/21, 4:38 PM",Alternative
Let me,3:21,Hojean,,44,"10/28/21, 9:57 AM","12/4/21, 7:00 PM",Alternative
Lucy,3:21,Noah Chenfeld,,42,"10/28/21, 9:55 AM","12/4/21, 5:40 PM",Alternative
Do Do Do,3:23,Dansu,,59,"10/28/21, 9:50 AM","11/28/21, 3:27 PM",Alternative
I'm So Bummed Out Right Now,3:29,Bealby Point,,116,"10/26/21, 4:24 PM","12/4/21, 4:48 PM",Rock
Only in the West,3:02,Yeek,,53,"10/25/21, 8:46 AM","11/21/21, 4:41 PM",Alternative
Avocado Toast,1:59,Sexy Pigeon,,120,"10/25/21, 8:45 AM","11/30/21, 3:07 PM",Alternative
Space Song,5:35,Beach House,,52,"10/20/21, 7:54 AM","11/18/21, 10:21 PM",Indie
Therefore I Am,2:54,Billie Eilish,,62,"10/20/21, 7:52 AM","12/4/21, 6:56 PM",Alternative
Pretty Old Man,2:57,No Buses,,84,"10/19/21, 7:51 PM","11/21/21, 5:07 PM",Alternative
Butterflies,3:03,Fiji Blue,,107,"10/19/21, 7:48 PM","11/24/21, 6:09 AM",Alternative
If You Know That I'm Lonely,2:49,FUR,,66,"10/19/21, 7:46 PM","12/4/21, 7:05 PM",Alternative
Mariposa,3:37,Peach Tree Rascals,,66,"10/19/21, 7:46 PM","11/24/21, 6:48 AM",Alternative
Happy Pills,2:24,BradBroooks,,61,"10/19/21, 7:43 PM","12/4/21, 7:02 PM",Hip Hop/Rap
Hey girl,3:07,Boy Pablo,,71,"10/19/21, 7:42 PM","11/23/21, 6:38 PM",Alternative
I Like (the idea of) You,2:49,Tessa Violet,,101,"10/19/21, 7:41 PM","11/15/21, 2:36 PM",Alternative
Tropical,3:37,Luna Blue,,52,"10/19/21, 7:39 PM","11/15/21, 7:59 AM",Alternative
Good Day,2:56,Surfaces,,54,"10/19/21, 7:38 PM","11/21/21, 4:44 PM",Alternative
I Love Being Tired,2:23,Noah Chenfeld,,83,"10/19/21, 7:37 PM","11/23/21, 6:54 PM",Alternative
Fun Tonight,2:42,MACROSS 82-99,,80,"10/18/21, 11:32 AM","10/19/21, 11:23 AM",Vaporwave
Line,1:57,Vector Graphics,,97,"10/18/21, 9:11 AM","11/16/21, 9:02 PM",Vaporwave
It's Not This (feat. Lemaitre & Josh Pan),3:08,Bearson & Lemaitre,,63,"10/15/21, 7:33 AM","10/15/21, 4:07 PM",Indie
My Universe,3:48,Coldplay & BTS,,125,"10/12/21, 8:02 AM","12/5/21, 2:40 PM",Pop
RapStar,2:46,Polo G,,30,"10/12/21, 8:01 AM","10/13/21, 6:54 PM",Hip Hop/Rap
Nevada (ft. Cozi Zuehlsdorff),3:29,Vicetone,,54,"10/12/21, 8:01 AM","10/16/21, 2:47 PM",Dance
Obsession,3:54,Animotion,,63,"10/9/21, 10:24 AM","10/11/21, 6:34 AM",Pop
I feel so bad ft. Ephemerals,3:26,Kungs,,61,"10/7/21, 1:53 PM","10/16/21, 9:23 PM",Dance
Lambada (Original Version 1989),3:28,Kaoma,,69,"10/5/21, 7:55 AM","12/2/21, 7:34 PM",Tropical
Harvest Moon,6:09,Poolside,,69,"10/3/21, 11:33 AM","10/28/21, 2:18 PM",Indie
Cold Heart (PNAU Remix),3:43,"Elton John, Dua Lipa and PNAU",,139,"10/2/21, 9:02 AM","12/3/21, 5:35 AM",Pop
HUMBLE,2:57,Kendrick Lamar,,18,"10/1/21, 1:55 PM","10/2/21, 6:54 PM",Hip Hop/Rap
Starlight (RAC Remix),4:06,Escort,,75,"9/28/21, 7:40 AM","10/14/21, 5:13 PM",Electronic
We Got U,3:30,Le Maitre & The Knocks,,74,"9/28/21, 7:39 AM","11/27/21, 6:32 PM",Dance
Voodoo ? (Lazywax remix),6:26,L'Impératrice,,75,"9/23/21, 5:30 PM","11/16/21, 3:20 PM",French Pop
Rêves bizarres (feat. Damso),3:27,OrelSan & Damso,,53,"9/22/21, 5:20 PM","9/24/21, 7:37 AM",Hip Hop/Rap
Salop(e),3:57,Therapie Taxi,,49,"9/22/21, 11:55 AM","9/27/21, 2:08 PM",Variete Francaise
Are You With Me (Kungs Remix),3:55,Lost Frequencies & Kungs,,225,"9/21/21, 4:34 PM","12/4/21, 4:44 PM",Dance
Try,4:05,P!nk,,72,"9/20/21, 7:15 AM","10/11/21, 7:04 AM",Pop
Toms Diner,3:44,Suzanne Vega,,60,"9/19/21, 9:16 AM","9/19/21, 6:40 PM",Pop
Hello It's Me,3:52,Todd Rundgren,,78,"9/14/21, 4:17 PM","11/13/21, 7:44 PM",Soft Rock
Goodbye Girl,2:46,David Gates,,46,"9/14/21, 4:16 PM","9/28/21, 7:36 AM",Soft Rock
Si j'avais un marteau,3:02,Claude François,,50,"9/14/21, 4:15 PM","9/26/21, 11:01 AM",Variete Francaise
Aimer à perdre la raison,2:35,Jean Ferrat,,61,"9/14/21, 4:14 PM","10/14/21, 4:35 PM",Variete Francaise
C'est beau la bourgeoisie,3:30,Discobitch,,50,"9/8/21, 1:53 PM","9/13/21, 11:52 AM",Dance
Hey You,3:20,Pony Pony Run Run & Oliver Nelson,,57,"9/8/21, 11:53 AM","10/14/21, 1:09 PM",Electronic
Intoxicated,3:10,Martin Solveig and GTA,,54,"9/8/21, 11:43 AM","10/16/21, 9:51 PM",Dance
Ma Chérie,3:12,Dj Antoine & The Beat Shakers,,110,"9/8/21, 11:37 AM","11/12/21, 7:02 AM",Dance
She's A Rainbow,4:13,The Rolling Stones,,187,"9/7/21, 4:23 PM","11/27/21, 6:46 PM",Rock
Love Somebody,3:50,Maroon 5,,81,"9/3/21, 3:50 PM","11/28/21, 4:35 PM",Pop
Saturday Night,4:48,Nytron & Sugar Hill,,61,"9/3/21, 3:47 PM","10/16/21, 10:11 PM",Dance
Disco Night,3:15,Kungs & Throttle,,43,"9/3/21, 3:43 PM","10/17/21, 12:14 PM",Electronic
Mondial,3:04,Tal (artist),,202,"9/1/21, 3:43 AM","10/6/21, 4:07 PM",Dance
Ma Chérie,3:28,Naïka,,93,"9/1/21, 3:43 AM","10/16/21, 10:15 PM",Pop
Neutron Dance,3:19,Krystal Klear,,43,"8/28/21, 10:48 PM","9/13/21, 8:07 AM",Dance
Piano Banana,3:38,Krystal Klear,,69,"8/28/21, 10:40 PM","10/10/21, 7:16 PM",Dance
Never Going Home,2:47,Kungs,,197,"8/28/21, 10:34 PM","12/2/21, 3:34 PM",Dance
Je reviens te chercher (Remasterisé en 2004),2:45,Gilbert Bécaud,,198,"8/26/21, 2:40 AM","12/2/21, 7:46 PM",Variete Francaise
Monday Morning,3:38,Melanie Fiona,,48,"8/26/21, 2:38 AM","10/11/21, 8:15 AM",Pop
Someone You Loved (Future Humans Remix),3:09,Lewis Capaldi,,92,"8/26/21, 2:36 AM","12/2/21, 7:22 AM",Dance
Take You Dancing,3:09,Jason Derulo,,83,"8/26/21, 2:35 AM","10/24/21, 7:11 PM",Pop
Discomare Sex,4:39,Dim Zach,,240,"8/20/21, 10:52 PM","11/25/21, 6:02 AM",Dance
Take My Breath,3:40,The Weeknd,,154,"8/20/21, 10:31 PM","11/26/21, 9:47 PM",Pop
My Head & My Heart,2:55,Ava Max,Heaven & Hell,133,"8/20/21, 6:32 AM","9/20/21, 5:50 PM",Pop
"Peaches (ft. Daniel Caesar, Giveon)",3:18,Justin Bieber,,35,"8/8/21, 5:56 AM","8/19/21, 6:11 AM",Pop
My Type,2:07,Saweetie,,27,"8/8/21, 5:56 AM","10/16/21, 6:58 AM",Hip Hop/Rap
Ain't Shit,3:27,Doja Cat,,32,"8/8/21, 5:54 AM","8/22/21, 1:53 PM",Hip Hop/Rap
Steeeam,2:50,Shelly,,44,"8/8/21, 5:53 AM","8/18/21, 2:50 AM",Indie
Whole Lotta Sex Machine,3:00,James Brown vs Led Zeppelin,,40,"8/8/21, 5:50 AM","9/26/21, 11:55 AM",mashup
Vérité,3:43,Claire Laffut,,81,"8/5/21, 5:16 AM","10/16/21, 6:06 PM",Variete Francaise
Chain My Heart,2:31,Topic & Bebe Rexha,,86,"8/4/21, 5:36 AM","10/14/21, 2:56 PM",Pop
Even the Nights Are Better,3:55,Air Supply,Ultimate Air Supply,256,"8/1/21, 3:25 PM","11/18/21, 8:15 AM",Pop
Petrouchka,3:10,Soso maness ft. PLK,,116,"7/30/21, 4:20 AM","8/18/21, 2:41 AM",Hip Hop/Rap
La danse des bandits,2:54,Naps ft. SCH,,51,"7/30/21, 4:18 AM","9/11/21, 3:29 PM",Hip Hop/Rap
Right Here Waiting,4:23,Richard Marx,,32,"7/23/21, 5:17 AM","7/26/21, 8:42 AM",Pop
Hold on to the Nights,4:24,Richard Marx,,37,"7/23/21, 5:15 AM","7/27/21, 5:09 AM",Pop
Around the world (Version Longue),7:10,Daft Punk,,59,"7/19/21, 4:23 PM","10/16/21, 5:42 PM",Electronic
Friday,2:49,Riton x Nightcrawlers ft. Mufasa & Hypeman -,,43,"7/19/21, 4:20 PM","7/30/21, 4:02 AM",Dance
Crawling in my Crawl (Full Version),3:38,Linkin Park,,43,"7/19/21, 10:22 AM","10/24/21, 4:01 PM",Alternative
Summer,3:00,Chloe Lilac,,41,"7/19/21, 6:40 AM","9/13/21, 4:21 PM",Pop
Head & Heart (Lyrics),2:46,Joel Corry x MNEK,,35,"7/17/21, 12:10 PM","9/10/21, 6:40 PM",Dance
Toute la pluie tombe sur moi,3:01,Sacha Distel,,231,"7/17/21, 12:06 PM","11/25/21, 6:12 AM",Variete Francaise
Black Belt,4:19,John Grant,,67,"7/14/21, 9:15 AM","7/22/21, 3:00 PM",Pop
Baianá,3:01,Bakermat,,32,"7/12/21, 2:27 PM","7/15/21, 4:41 PM",Dance
Boys Will Be Boys,2:46,Dua Lipa,,52,"7/12/21, 2:26 PM","7/16/21, 4:25 PM",Pop
Eté 90,3:06,Therapie Taxi,,130,"7/8/21, 8:27 AM","9/23/21, 3:13 PM",Variete Francaise
You Right (ft. the Weeknd),3:06,Doja Cat & The Weeknd,,62,"7/8/21, 8:26 AM","8/10/21, 10:38 PM",Pop
Pourquoi pas,3:12,Miel De Montagne,,61,"7/5/21, 11:17 AM","7/12/21, 9:29 AM",Variete Francaise
Toi Et Moi,3:43,Paradis,,136,"7/5/21, 11:16 AM","11/12/21, 7:10 AM",Variete Francaise
Opportunities (Let's Make Lots of Money) (2018 Remaster),3:44,Pet Shop Boys,,158,"7/2/21, 3:51 PM","10/16/21, 7:24 AM",Pop
Magic,6:49,Polo & Pan,,94,"6/27/21, 5:15 PM","10/18/21, 8:17 AM",Dance
Lost in the Fire,3:19,Gesaffelstein & The Weeknd,,99,"6/27/21, 4:34 PM","10/10/21, 2:54 PM",Dance
Levitating Feat. DaBaby,3:26,Dua Lipa & DaBaby,,62,"6/26/21, 7:35 AM","10/26/21, 9:56 AM",Pop
Good Days,4:41,Sza,,54,"6/25/21, 10:18 AM","9/26/21, 11:37 AM",R & B
Is it True,3:59,Tame Impala,,105,"6/20/21, 12:25 PM","9/10/21, 1:54 PM",Indie
Under The Waterfall,2:51,The Avener & M.I.L.K.,Heaven,261,"6/20/21, 12:13 PM","11/18/21, 6:45 AM",Electronic
Meleğim,3:42,Soolking feat Dadju,,103,"6/15/21, 6:35 PM","9/13/21, 4:37 PM",Hip Hop/Rap
Elle est bonne sa mère,3:18,Vegedream & Ninho,,105,"6/15/21, 6:15 PM","9/27/21, 6:12 PM",Hip Hop/Rap
Au DD,4:50,PNL,,74,"6/15/21, 6:11 PM","8/5/21, 1:39 PM",Hip Hop/Rap
RR91,3:41,Koba LaD feat Niska,,31,"6/15/21, 6:10 PM","7/10/21, 8:31 PM",Hip Hop/Rap
Lundi,4:07,Sofiane,,125,"6/15/21, 6:08 PM","11/27/21, 10:05 AM",Hip Hop/Rap
Mobali,3:29,Siboy Feat Damso & Bénash,,105,"6/15/21, 6:07 PM","12/4/21, 5:10 PM",Hip Hop/Rap
Arrêt du Coeur,4:19,Kaaris & Kalash Criminel,,40,"6/15/21, 6:03 PM","6/23/21, 10:32 AM",Hip Hop/Rap
And the Living is Easy,3:51,Guts,,61,"6/10/21, 4:28 PM","9/17/21, 6:53 AM",Funk
Aimer sans amour,4:19,Guts,,55,"6/10/21, 4:27 PM","7/10/21, 8:47 PM",Funk
Come Closer,5:06,Guts,,125,"6/10/21, 4:24 PM","10/16/21, 10:23 AM",Funk
Zoom Zoom,3:06,Polo & Pan,,68,"6/8/21, 9:08 AM","7/29/21, 5:31 AM",Dance
Feel Good,3:37,Polo & Pan,,123,"6/8/21, 9:08 AM","10/18/21, 9:05 AM",Dance
Ani Kuni,3:22,Polo & Pan,,103,"6/8/21, 9:07 AM","10/18/21, 8:11 AM",Dance
Haute Couture,3:29,Synapson,,97,"6/8/21, 9:05 AM","8/11/21, 9:45 AM",Electroswing
Words (J'aime ces mots),3:40,F.R. David & Winda,,109,"6/7/21, 7:19 AM","8/15/21, 10:33 AM",French Pop
Heat Waves,3:55,Glass Animals,,68,"6/3/21, 9:52 AM","10/11/21, 8:01 PM",Pop
Build A Bitch,2:03,Bella Poarch,,57,"6/3/21, 9:52 AM","10/1/21, 7:15 PM",Pop
Butter,2:45,BTS,,54,"6/1/21, 7:13 PM","11/30/21, 1:50 PM",K-Pop
Telepatia,2:40,Kali Uchis,,68,"6/1/21, 7:01 PM","8/19/21, 11:33 AM",Latin
Lordly,4:34,Feder,,85,"5/26/21, 6:04 PM","9/14/21, 2:54 PM",Electronic
Disco Inferno,3:44,The Trammps,,53,"5/23/21, 8:21 AM","7/2/21, 11:59 PM",Disco
Babylon Sisters,5:48,Steely Dan,,50,"5/23/21, 8:20 AM","7/3/21, 12:05 AM",Soft Rock
Sprawl II (Mountains Beyond Mountains),5:26,Arcade Fire,,61,"5/23/21, 8:20 AM","10/1/21, 10:44 PM",Alternative
Folsom Prison Blues,2:47,Johnny Cash,,62,"5/23/21, 8:19 AM","9/20/21, 2:32 PM",Country
Soro Te Karaba (feat. Victor Démé),5:53,Synapson,,92,"5/23/21, 8:18 AM","12/4/21, 7:51 AM",World
Orange Coffee,3:53,Rocketman,,54,"5/23/21, 8:17 AM","12/4/21, 5:37 PM",Indie Dance
Turn Me On (ft.Vula),3:29,Riton x Oliver Heldens,,55,"5/23/21, 8:16 AM","10/12/21, 7:23 AM",Dance
Save Your Tears (ft. Ariana Grande),3:12,The Weeknd & Ariana Grande,,68,"5/19/21, 4:26 PM","10/7/21, 11:46 AM",Pop
Souba (feat. Lass),2:54,Synapson,,75,"5/19/21, 4:25 PM","7/9/21, 6:04 PM",World
Bensema (feat. Oumou Sangaré),3:10,Synapson,,53,"5/19/21, 4:21 PM","6/6/21, 10:16 AM",World
Didnt I (Guts Re-Edit),3:56,Guts,,63,"5/19/21, 4:20 PM","7/8/21, 5:47 PM",Hip Hop/Rap
Dakiti,3:26,Bad Bunny & Jhay Cortez,,34,"5/18/21, 8:31 AM","6/4/21, 1:33 PM",Latin
You,3:50,Regard & Troye Sivan & Tate McRae,,118,"5/18/21, 8:30 AM","10/8/21, 9:22 AM",Dance
MONTERO (Call me by your name),2:18,Lil Nas X,,41,"5/18/21, 8:29 AM","7/9/21, 6:10 PM",Hip Hop/Rap
34 + 35,2:54,Ariana Grande,,36,"5/18/21, 8:29 AM","7/9/21, 6:13 PM",Pop
Without You,2:44,The Kid Laroi & Miley Cyrus,,37,"5/18/21, 8:29 AM","9/10/21, 6:52 PM",Country
No One Like You,3:55,Scorpions,,43,"5/16/21, 8:46 AM","5/16/21, 4:15 PM",Rock
Astronomia (Medieval Tavern Version),2:54,Tony Igy,,72,"5/15/21, 9:13 AM","9/27/21, 7:27 AM",Folk
Save Your Tears,3:38,The Weeknd,,209,"5/11/21, 3:07 PM","10/16/21, 9:44 AM",Pop
Beautiful Mistakes (ft. Megan Thee Stallion),3:46,Maroon 5,,175,"5/11/21, 3:07 PM","10/9/21, 9:54 AM",Pop
Kiss Me More,3:29,Doja Cat,,95,"5/10/21, 8:39 AM","6/15/21, 3:40 PM",Pop
La nuit je mens,4:25,Alain Bashung,,76,"5/7/21, 5:32 AM","10/2/21, 8:06 PM",Variete Francaise
Radio Days (ft. Shotgun Tom Kelly),3:51,Fred Falke & Shotgun Tom Kelly,,33,"5/4/21, 12:44 PM","5/11/21, 2:19 PM",Dance
Crime,5:07,Xinobi,,39,"5/4/21, 12:43 PM","5/31/21, 4:56 PM",Dance
Slow Love (Alan Braxe Remix),4:38,Gigamesh & Alan Braxe,,35,"5/4/21, 12:42 PM","5/6/21, 2:10 PM",Electronic
On se connait meme pas,2:38,Pas Sages,,89,"5/1/21, 7:36 AM","10/18/21, 7:46 AM",Pop
The 7th Element,4:09,Vitas,,43,"4/30/21, 8:16 AM","5/24/21, 6:34 PM",Pop
How Bizarre,3:40,OMC,,57,"4/28/21, 8:02 AM","9/29/21, 5:41 PM",Rock
Scream & Shout,4:43,Britney Spears & Will.i.am,,36,"4/25/21, 10:50 AM","9/20/21, 7:11 AM",Dance
Lucky,3:27,Britney Spears,,37,"4/25/21, 10:49 AM","4/25/21, 11:04 PM",Pop
April Come She Will,1:49,Simon and Garfunkel,,60,"4/25/21, 10:47 AM","9/13/21, 4:26 PM",Folk
Rivolta,5:12,Polo & Pan,,70,"4/20/21, 12:42 PM","10/18/21, 9:01 AM",Dance
Caress your Soul,2:54,Sticky Fingers,,43,"4/19/21, 8:27 PM","10/11/21, 3:22 PM",Indie Dance
Diferente,5:25,Gotan Project,,74,"4/19/21, 8:27 PM","10/11/21, 2:14 PM",Latin
The Look,4:38,Metronomy,,32,"4/19/21, 8:23 PM","5/22/21, 5:13 PM",Indie Dance
Hémisphère,7:14,Paradis,,57,"4/19/21, 8:22 PM","10/11/21, 11:46 AM",Electronic
Be Mine,4:01,Offenbach,,56,"4/19/21, 8:18 PM","8/19/21, 10:49 AM",Indie Dance
Drinkee,3:12,Sofi Tukker,,40,"4/19/21, 8:17 PM","8/19/21, 10:44 AM",Indie Dance
Mr. Blue Sky (Animated Video),3:43,Electric Light Orchestra,,156,"4/17/21, 7:18 AM","12/3/21, 11:48 AM",Rock
Pale Blue Eyes,5:40,The Velvet Underground,,61,"4/15/21, 12:10 PM","10/11/21, 1:18 PM",Alternative
Stand Together (Lifelike Remix),4:49,All Hail the Silence and Lifelike,,223,"4/15/21, 12:10 PM","12/4/21, 5:03 PM",Dance
Better,4:55,Jack Garratt,,37,"4/15/21, 12:08 PM","8/6/21, 12:02 PM",Electronic
Ballare,3:56,Jean Tonique,,31,"4/15/21, 12:06 PM","4/27/21, 1:55 PM",Dance
Tarzan and Jane,3:08,Toybox,,59,"4/13/21, 5:15 PM","9/20/21, 2:39 PM",Europop
Day 'N' Nite (Crookers Remix),4:45,Kid Cudi,,56,"4/13/21, 5:13 PM","6/21/21, 6:56 PM",Electronic
Mood ft. Iann Dior,2:19,24kGoldn,,60,"4/13/21, 5:12 PM","5/21/21, 9:26 AM",Hip Hop/Rap
New York state of mind,6:03,Billy Joel,The Essential Billy Joel,71,"4/10/21, 9:31 AM","9/26/21, 12:37 PM",Soft Rock
Only The Good Die Young,3:55,Billy Joel,The Essential Billy Joel,62,"4/10/21, 9:29 AM","9/29/21, 5:23 PM",Rock
Scatman (Ski-Ba-Bop-Ba-Dop-Bop),3:34,Scatman John,,86,"4/2/21, 5:48 PM","10/25/21, 6:53 PM",Europop
Run Away,3:01,SunStroke Project & Olia Tira,,74,"4/2/21, 5:45 PM","4/13/21, 5:10 PM",Europop
Astronomia (Coffin Versiion),3:09,Tony Igy,,138,"4/2/21, 5:41 PM","12/4/21, 4:54 PM",Dance
3:00 AM,3:46,Matchbox Twenty,Matchbox Twenty,51,"3/27/21, 11:09 AM","10/2/21, 6:06 AM",Rock
Unwell,3:48,Matchbox Twenty,Matchbox Twenty,76,"3/27/21, 11:07 AM","9/10/21, 4:31 PM",Rock
"Sugar, We're Goin Down Kung-Fu Fighting",3:18,Fall Out Boy,,45,"3/27/21, 10:36 AM","4/8/21, 9:42 AM",mashup
Pour Un Flirt,3:26,Michel Delpech,,89,"3/27/21, 10:36 AM","7/26/21, 2:47 PM",Variete Francaise
I Feel Just Like a Child,4:54,Devendra Banhart,,27,"3/27/21, 10:35 AM","4/2/21, 12:06 PM",Country
How Far We've Come,3:27,Matchbox Twenty,Matchbox Twenty,103,"3/27/21, 9:09 AM","9/21/21, 3:40 PM",Rock
Mr. Blue Sky,5:04:00,Electric Light Orchestra,,166,"3/27/21, 9:06 AM","9/8/21, 1:12 PM",Rock
Puttin' on the Ritz,4:41,Taco!,,102,"3/26/21, 6:15 AM","10/7/21, 3:05 PM",Pop
Africa (ft. Weird Al Yankovic),4:03,Weezer & Weird Al Yankovic,,121,"3/21/21, 8:25 PM","8/15/21, 9:34 AM",Rock
Fichtls Lied 2017,3:56,Die Woodys,,110,"3/21/21, 11:16 AM","10/18/21, 1:35 PM",Pop
Falling In Love,5:11,She Said Disco,,122,"3/20/21, 8:07 AM","9/16/21, 8:40 AM",Vaporwave
The Long & Winding Road,4:10,The Beatles & Himesh Patel,One Man Only,66,"3/16/21, 6:04 AM","3/25/21, 10:53 AM",Soft Rock
Little Dark Age,5:00,MGMT,,58,"3/14/21, 9:33 AM","10/7/21, 7:08 PM",Alternative
